Fid,age,gender,lunch,parental_level_of_education,degree_t,race_ethnicity,test_preparation_course,math_score,reading_score,writing_score,Internships,solving_tasks_by_time,taks_submitted_on_date,Label
10.42.0.211-64.71.142.120-50831-443-6,22,female,standard,associate's degree,Comm&Mgmt,group C,none,53,62,53,1,1,0,1
172.217.6.206-10.42.0.42-80-48122-6,21,female,free/reduced,master's degree,Comm&Mgmt,group E,none,81,86,87,1,0,1,0
10.42.0.151-52.84.61.117-47225-443-6,21,male,free/reduced,bachelor's degree,Sci&Tech,group D,completed,39,42,38,0,1,0,0
10.42.0.211-10.42.0.1-51819-53-17,21,female,standard,master's degree,Comm&Mgmt,group C,completed,71,71,80,2,1,1,0
192.229.173.136-10.42.0.151-443-43154-6,21,male,standard,associate's degree,Comm&Mgmt,group C,none,97,93,91,0,1,1,0
180.76.148.209-10.42.0.211-80-38708-6,22,male,standard,master's degree,Sci&Tech,group D,completed,82,82,88,1,0,1,1
175.100.207.232-10.42.0.211-443-60550-6,22,male,free/reduced,high school,Comm&Mgmt,group C,none,59,53,52,0,1,1,0
221.228.208.94-10.42.0.42-80-33208-6,21,male,standard,associate's degree,Comm&Mgmt,group B,none,61,42,41,2,0,1,0
10.42.0.211-10.42.0.1-12900-53-17,22,male,free/reduced,associate's degree,Others,group E,completed,78,74,72,0,0,1,1
220.243.219.55-10.42.0.42-80-40099-6,22,male,free/reduced,associate's degree,Comm&Mgmt,group C,none,49,51,51,0,0,1,0
172.217.6.238-10.42.0.151-80-57702-6,22,male,standard,high school,Sci&Tech,group B,none,59,58,47,1,0,1,0
10.42.0.211-103.235.46.212-46504-443-6,22,female,standard,master's degree,Comm&Mgmt,group C,completed,70,72,76,1,1,1,0
10.42.0.211-77.234.42.92-54619-443-6,22,male,standard,associate's degree,Sci&Tech,group B,completed,82,84,78,1,1,1,0
10.42.0.211-106.11.92.1-48985-443-6,22,male,free/reduced,associate's degree,Sci&Tech,group E,none,90,90,82,0,0,1,0
202.77.129.185-10.42.0.211-80-36092-6,22,female,free/reduced,bachelor's degree,Comm&Mgmt,group C,none,43,62,61,0,0,0,0
10.42.0.1-10.42.0.42-53-65089-17,21,male,free/reduced,master's degree,Comm&Mgmt,group C,none,80,64,66,1,1,1,1
202.77.129.150-10.42.0.151-80-58283-6,22,male,standard,master's degree,Sci&Tech,group D,none,81,82,84,1,0,1,0
172.217.10.238-10.42.0.211-443-50602-6,21,male,standard,some high school,Comm&Mgmt,group C,none,57,61,54,0,0,1,1
182.22.24.124-10.42.0.211-443-53913-6,21,female,standard,some high school,Sci&Tech,group D,none,59,72,80,2,0,1,0
183.79.215.136-10.42.0.42-443-34783-6,21,female,standard,associate's degree,Comm&Mgmt,group D,none,64,76,74,1,1,1,1
10.42.0.211-10.42.0.1-48184-53-17,22,male,standard,bachelor's degree,Sci&Tech,group C,completed,63,64,66,0,0,1,0
10.42.0.211-104.118.220.50-60572-443-6,22,female,standard,bachelor's degree,Comm&Mgmt,group E,completed,71,70,70,0,0,0,0
10.42.0.151-103.235.46.211-56588-443-6,22,female,free/reduced,high school,Comm&Mgmt,group B,none,64,73,71,0,0,1,0
152.163.56.2-10.42.0.211-443-60209-6,22,male,free/reduced,bachelor's degree,Sci&Tech,group D,none,55,46,44,1,0,1,0
10.42.0.151-10.42.0.1-20303-53-17,21,female,standard,associate's degree,Comm&Mgmt,group E,none,51,51,54,0,0,1,1
10.42.0.211-104.192.108.27-52137-80-6,21,female,standard,associate's degree,Comm&Mgmt,group C,completed,62,76,80,0,0,0,1
172.217.12.174-10.42.0.151-443-48760-6,22,female,standard,associate's degree,Comm&Mgmt,group E,completed,93,100,95,1,0,1,0
172.217.10.3-10.42.0.151-443-36801-6,22,male,free/reduced,high school,Sci&Tech,group C,none,54,72,59,0,1,1,1
172.217.10.4-10.42.0.151-443-58544-6,21,female,free/reduced,master's degree,Comm&Mgmt,group D,none,69,65,74,1,0,1,1
10.42.0.151-10.42.0.1-47335-53-17,22,male,free/reduced,high school,Sci&Tech,group D,none,44,51,48,1,0,0,1
10.42.0.151-10.42.0.1-50952-53-17,22,female,standard,master's degree,Comm&Mgmt,group E,completed,86,85,91,0,0,1,0
172.217.3.106-10.42.0.211-443-38436-6,21,female,standard,associate's degree,Others,group E,none,85,92,85,0,0,0,0
10.42.0.151-10.42.0.1-19451-53-17,21,female,free/reduced,master's degree,Comm&Mgmt,group A,none,50,67,73,1,1,0,1
180.149.136.194-10.42.0.211-443-39345-6,22,male,standard,some high school,Sci&Tech,group D,completed,88,74,75,0,0,1,0
10.42.0.1-10.42.0.42-53-7759-17,22,female,standard,associate's degree,Comm&Mgmt,group E,none,59,62,69,0,0,1,1
216.58.219.238-10.42.0.42-443-57197-6,22,female,free/reduced,some high school,Comm&Mgmt,group E,none,32,34,38,0,1,1,0
10.42.0.211-106.11.92.1-49264-443-6,22,male,free/reduced,high school,Comm&Mgmt,group B,none,36,29,27,1,0,1,1
222.73.28.96-10.42.0.211-80-47961-6,21,female,free/reduced,some high school,Comm&Mgmt,group B,completed,63,78,79,1,0,1,0
183.79.250.251-10.42.0.211-443-54399-6,21,male,standard,associate's degree,Comm&Mgmt,group D,completed,67,54,63,2,0,1,0
192.229.173.173-10.42.0.211-80-39952-6,22,female,standard,some high school,Comm&Mgmt,group D,completed,65,78,82,3,0,1,0
172.217.12.206-10.42.0.211-443-37249-6,22,male,standard,master's degree,Comm&Mgmt,group D,none,85,84,89,0,1,1,0
180.163.255.159-10.42.0.211-443-60226-6,21,female,standard,master's degree,Comm&Mgmt,group C,none,73,78,74,1,1,0,1
10.42.0.211-10.42.0.1-7721-53-17,22,female,free/reduced,high school,Comm&Mgmt,group A,completed,34,48,41,1,1,1,1
10.42.0.211-13.93.152.202-54187-443-6,21,female,free/reduced,bachelor's degree,Sci&Tech,group D,completed,93,100,100,1,0,0,0
208.80.154.224-10.42.0.211-443-41415-6,21,female,free/reduced,some high school,Comm&Mgmt,group D,none,67,84,84,0,1,0,1
172.217.11.46-10.42.0.211-443-36373-6,22,male,standard,master's degree,Comm&Mgmt,group D,none,88,77,77,0,0,0,1
10.42.0.151-106.39.169.66-52294-80-6,21,male,standard,high school,Comm&Mgmt,group B,none,57,48,51,1,0,0,1
10.42.0.211-10.42.0.1-59903-53-17,21,female,standard,master's degree,Sci&Tech,group D,completed,79,84,91,0,0,1,1
10.42.0.211-23.206.162.129-39571-80-6,22,female,free/reduced,bachelor's degree,Comm&Mgmt,group C,none,67,75,72,0,0,0,0
10.42.0.1-10.42.0.42-53-39869-17,21,male,standard,bachelor's degree,Sci&Tech,group E,completed,70,64,70,0,1,0,1
180.149.136.194-10.42.0.211-443-33000-6,21,male,free/reduced,bachelor's degree,Sci&Tech,group D,none,50,42,48,0,0,1,0
10.42.0.151-66.102.255.61-37352-80-6,21,female,standard,master's degree,Comm&Mgmt,group A,none,69,84,82,0,0,1,0
10.42.0.211-119.146.74.33-50788-443-6,21,female,standard,bachelor's degree,Comm&Mgmt,group C,completed,52,61,66,1,1,1,0
172.217.10.131-10.42.0.151-443-57607-6,21,female,free/reduced,bachelor's degree,Sci&Tech,group C,completed,47,62,66,2,0,1,1
10.42.0.42-64.71.142.110-44985-80-6,22,female,free/reduced,associate's degree,Sci&Tech,group B,none,46,61,55,1,0,1,0
198.11.132.178-10.42.0.211-443-41230-6,22,female,standard,master's degree,Sci&Tech,group E,none,68,70,66,0,0,1,0
172.217.9.238-10.42.0.211-443-33553-6,22,male,standard,bachelor's degree,Comm&Mgmt,group E,completed,100,100,100,1,0,1,1
202.77.129.230-10.42.0.211-80-47955-6,22,female,standard,high school,Comm&Mgmt,group C,none,44,61,52,0,1,0,0
10.42.0.211-64.71.142.124-38648-443-6,21,female,standard,associate's degree,Comm&Mgmt,group C,completed,57,77,80,0,0,1,0
182.22.65.136-10.42.0.211-443-57981-6,22,male,standard,master's degree,Comm&Mgmt,group B,completed,91,96,91,2,0,1,0
10.42.0.42-72.30.3.43-49217-443-6,21,male,free/reduced,high school,Comm&Mgmt,group D,none,69,70,67,0,0,0,0
180.149.153.234-10.42.0.211-80-52477-6,21,female,free/reduced,high school,Sci&Tech,group C,none,35,53,46,0,0,1,1
10.42.0.1-10.42.0.42-53-13511-17,21,male,standard,high school,Sci&Tech,group D,none,72,66,66,0,0,0,0
180.149.134.142-10.42.0.211-80-41278-6,21,female,free/reduced,associate's degree,Comm&Mgmt,group B,none,54,65,65,1,0,0,0
172.217.10.14-10.42.0.211-443-57430-6,21,male,free/reduced,high school,Comm&Mgmt,group D,none,74,70,69,1,0,0,1
172.217.12.174-10.42.0.151-443-39157-6,21,male,standard,some high school,Sci&Tech,group E,completed,74,64,60,2,0,0,0
172.217.12.136-10.42.0.151-443-36812-6,21,male,free/reduced,associate's degree,Comm&Mgmt,group E,none,64,56,52,1,1,1,0
199.16.156.43-10.42.0.151-443-33509-6,22,female,free/reduced,high school,Comm&Mgmt,group D,completed,65,61,71,2,0,0,0
10.42.0.151-40.122.44.96-34536-443-6,21,male,free/reduced,associate's degree,Others,group E,completed,46,43,44,1,0,1,0
172.217.12.142-10.42.0.211-443-49526-6,22,female,free/reduced,some high school,Comm&Mgmt,group C,none,48,56,51,0,0,1,0
10.42.0.211-54.192.38.154-53340-443-6,22,male,free/reduced,master's degree,Sci&Tech,group C,completed,67,74,70,0,0,0,0
172.217.10.142-10.42.0.42-443-37627-6,21,male,free/reduced,master's degree,Comm&Mgmt,group D,none,62,57,62,1,0,1,1
219.142.78.162-10.42.0.151-80-41745-6,22,male,free/reduced,associate's degree,Sci&Tech,group D,completed,61,71,73,2,1,0,0
10.42.0.211-69.147.64.34-46373-443-6,22,male,free/reduced,bachelor's degree,Comm&Mgmt,group C,completed,70,75,74,1,0,1,1
180.149.153.234-10.42.0.211-80-49577-6,22,male,standard,associate's degree,Comm&Mgmt,group C,completed,98,87,90,1,0,0,0
10.42.0.151-10.42.0.1-43455-53-17,22,male,free/reduced,master's degree,Others,group D,none,70,63,58,1,0,0,1
10.42.0.151-10.42.0.1-1303-53-17,22,male,standard,associate's degree,Comm&Mgmt,group A,none,67,57,53,1,1,0,0
10.42.0.151-52.218.49.108-47762-80-6,22,female,free/reduced,high school,Comm&Mgmt,group E,none,57,58,57,1,1,1,0
203.205.179.170-10.42.0.211-80-50103-6,22,male,standard,master's degree,Comm&Mgmt,group D,completed,85,81,85,0,1,0,0
10.42.0.42-106.11.129.143-55642-443-6,22,male,standard,some high school,Comm&Mgmt,group D,completed,77,68,69,0,0,0,0
10.42.0.211-72.21.206.53-49770-443-6,22,male,free/reduced,master's degree,Comm&Mgmt,group C,completed,72,66,72,2,0,0,1
10.42.0.42-106.11.92.1-44676-443-6,22,female,standard,master's degree,Comm&Mgmt,group D,none,78,91,96,0,1,1,0
172.217.6.234-10.42.0.211-443-56032-6,22,male,standard,high school,Sci&Tech,group C,none,81,66,64,0,0,0,0
203.205.158.62-10.42.0.211-80-33443-6,22,male,free/reduced,some high school,Comm&Mgmt,group A,completed,61,62,61,0,0,1,0
10.42.0.151-10.42.0.1-4315-53-17,22,female,standard,high school,Comm&Mgmt,group B,none,58,68,61,1,0,1,1
10.42.0.211-66.102.255.61-36643-443-6,22,female,standard,associate's degree,Comm&Mgmt,group C,none,54,61,58,1,0,0,0
172.217.2.110-10.42.0.151-443-36184-6,22,male,standard,high school,Sci&Tech,group B,none,82,82,80,2,0,1,0
203.205.144.184-10.42.0.151-80-40790-6,21,female,free/reduced,master's degree,Comm&Mgmt,group D,none,49,58,60,1,0,1,1
10.42.0.211-123.125.115.164-47715-443-6,21,male,free/reduced,some high school,Comm&Mgmt,group B,completed,49,50,52,0,0,1,0
10.42.0.151-103.235.46.39-50643-80-6,22,female,free/reduced,high school,Sci&Tech,group E,completed,57,75,73,0,0,1,0
10.42.0.211-36.110.213.49-60366-80-6,22,male,standard,high school,Comm&Mgmt,group E,none,94,73,71,0,0,1,0
10.42.0.151-31.13.80.5-54547-443-6,22,female,standard,master's degree,Comm&Mgmt,group D,completed,75,77,83,0,0,0,0
10.42.0.211-31.13.80.5-39369-443-6,22,female,free/reduced,some high school,Others,group E,none,74,74,72,0,0,1,1
172.217.10.110-10.42.0.151-443-37018-6,21,male,standard,high school,Comm&Mgmt,group C,completed,58,52,54,1,0,0,0
10.42.0.211-98.139.225.43-50398-443-6,21,female,standard,master's degree,Sci&Tech,group C,none,62,69,69,0,1,1,0
203.205.158.63-10.42.0.211-80-38560-6,21,male,standard,associate's degree,Comm&Mgmt,group E,none,72,57,62,1,0,0,1
10.42.0.42-103.43.91.18-50884-443-6,21,male,standard,master's degree,Sci&Tech,group C,none,84,87,81,1,0,1,0
192.229.173.136-10.42.0.211-443-36901-6,21,female,standard,master's degree,Sci&Tech,group D,none,92,100,100,0,1,0,0
172.217.3.106-10.42.0.211-443-53133-6,22,female,standard,high school,Comm&Mgmt,group D,none,45,63,59,1,0,0,0
202.77.129.230-10.42.0.211-80-44977-6,21,male,standard,high school,Comm&Mgmt,group C,none,75,81,71,1,0,0,0
10.42.0.211-52.84.139.210-53435-80-6,22,female,standard,master's degree,Sci&Tech,group A,none,56,58,64,1,1,1,0
192.229.173.173-10.42.0.211-443-48497-6,22,female,free/reduced,some high school,Comm&Mgmt,group D,none,48,54,53,1,1,0,0
172.217.6.238-10.42.0.151-443-33866-6,21,female,standard,associate's degree,Sci&Tech,group E,none,100,100,100,0,0,1,1
10.42.0.211-98.139.199.205-37100-443-6,21,female,free/reduced,some high school,Comm&Mgmt,group C,completed,65,76,75,0,0,1,0
10.42.0.211-103.7.30.118-45944-80-6,22,male,standard,master's degree,Sci&Tech,group D,none,72,57,58,2,0,1,1
10.42.0.1-10.42.0.42-53-64910-17,22,female,standard,master's degree,Comm&Mgmt,group D,none,62,70,72,0,1,0,0
10.42.0.211-10.42.0.1-43186-53-17,22,male,standard,some high school,Comm&Mgmt,group A,completed,66,68,64,0,1,0,1
10.42.0.151-121.12.98.64-33778-80-6,22,male,standard,master's degree,Sci&Tech,group C,none,63,63,60,1,0,0,0
10.42.0.211-58.63.236.212-42039-443-6,21,female,standard,associate's degree,Comm&Mgmt,group E,none,68,76,67,0,1,1,0
10.42.0.211-64.71.142.124-55735-443-6,21,female,standard,bachelor's degree,Comm&Mgmt,group B,none,75,84,80,0,0,1,0
180.96.74.33-10.42.0.151-80-44789-6,22,female,standard,bachelor's degree,Comm&Mgmt,group D,none,89,100,100,1,0,0,0
172.217.11.14-10.42.0.151-443-55884-6,21,male,standard,some high school,Sci&Tech,group C,completed,78,72,69,0,0,0,0
208.80.154.224-10.42.0.211-443-53567-6,21,female,free/reduced,high school,Comm&Mgmt,group A,completed,53,50,60,0,1,1,0
209.10.120.24-10.42.0.211-80-41414-6,22,female,free/reduced,master's degree,Sci&Tech,group D,none,49,65,61,1,0,0,1
172.217.12.170-10.42.0.151-443-33092-6,21,female,standard,master's degree,Comm&Mgmt,group A,none,54,63,67,1,1,1,0
203.205.158.63-10.42.0.211-80-51834-6,21,female,standard,master's degree,Comm&Mgmt,group C,completed,64,82,77,0,0,1,0
10.42.0.211-64.71.142.110-57930-443-6,22,male,free/reduced,master's degree,Comm&Mgmt,group B,completed,60,62,60,0,1,0,0
172.217.10.238-10.42.0.211-443-45492-6,21,male,standard,associate's degree,Sci&Tech,group C,none,62,65,58,0,1,0,1
172.217.3.100-10.42.0.151-443-47424-6,22,male,standard,high school,Sci&Tech,group D,completed,55,41,48,0,0,0,1
172.217.12.206-10.42.0.42-443-41863-6,22,female,standard,associate's degree,Sci&Tech,group C,none,91,95,94,1,0,0,1
10.42.0.211-104.254.66.16-44501-80-6,22,female,free/reduced,high school,Comm&Mgmt,group B,none,8,24,23,0,0,1,0
172.217.3.99-10.42.0.151-443-41874-6,22,male,standard,some high school,Comm&Mgmt,group D,none,81,78,78,0,1,1,1
10.42.0.151-106.11.129.143-58315-443-6,21,male,standard,some high school,Sci&Tech,group B,completed,79,85,86,1,0,1,0
174.35.73.108-10.42.0.42-80-50255-6,22,female,standard,master's degree,Sci&Tech,group A,completed,78,87,91,0,0,1,1
10.42.0.1-10.42.0.42-53-1367-17,22,female,standard,some high school,Comm&Mgmt,group C,none,74,75,82,0,0,0,1
203.130.53.126-10.42.0.42-80-50846-6,22,male,standard,high school,Sci&Tech,group A,none,57,51,54,1,0,0,0
151.101.21.140-10.42.0.211-443-42595-6,21,female,standard,associate's degree,Others,group C,none,40,59,51,1,0,1,0
10.42.0.211-10.42.0.1-7856-53-17,22,male,standard,some high school,Comm&Mgmt,group E,completed,81,75,76,1,1,0,1
10.42.0.211-72.21.206.121-34201-443-6,22,female,free/reduced,some high school,Comm&Mgmt,group A,none,44,45,45,2,1,0,0
172.217.10.14-10.42.0.151-443-41432-6,22,female,free/reduced,master's degree,Others,group D,completed,67,86,83,0,0,1,0
10.42.0.211-104.193.88.102-55887-443-6,22,male,free/reduced,high school,Comm&Mgmt,group E,completed,86,81,75,0,1,1,0
172.217.6.202-10.42.0.151-443-58639-6,22,female,standard,some high school,Sci&Tech,group B,completed,65,82,78,2,0,0,1
216.58.219.194-10.42.0.42-443-36769-6,22,female,free/reduced,associate's degree,Comm&Mgmt,group D,none,55,76,76,0,1,0,0
172.217.3.110-10.42.0.42-443-60183-6,22,female,free/reduced,bachelor's degree,Comm&Mgmt,group D,none,62,72,74,1,0,0,0
10.42.0.211-10.42.0.1-46561-53-17,21,male,standard,high school,Comm&Mgmt,group A,none,63,63,62,1,1,0,1
10.42.0.42-66.198.178.91-57417-443-6,21,female,standard,master's degree,Comm&Mgmt,group E,completed,88,99,95,1,0,1,0
174.35.73.78-10.42.0.151-80-48211-6,22,male,free/reduced,high school,Comm&Mgmt,group C,none,62,55,55,1,0,1,0
10.42.0.42-62.138.0.117-51683-80-6,21,female,free/reduced,high school,Others,group C,completed,59,71,65,2,0,0,0
10.42.0.1-10.42.0.42-53-9299-17,21,female,standard,master's degree,Comm&Mgmt,group D,completed,68,78,77,0,0,0,0
203.205.158.53-10.42.0.42-80-50110-6,21,female,free/reduced,master's degree,Comm&Mgmt,group D,none,77,86,86,0,0,1,1
